review_id,provider_id,clinic_id,reviewer_first_name,reviewer_initial,reviewer_age_range,reviewer_city,rating,review_title,review_text,treatment_tag,review_date,source_platform,source_url,response_from_provider,response_date
rev-50001339,prov-tx-00073,clinic-tx-00013,Paul,J,50-54,Montrose,5,Great masseter result,Explained every step and never upsold me. I finally look as rested as I feel.,Jawline Filler,2026-01-23,yelp,https://clinic_site.example/r/1339,,
rev-50001340,prov-tx-00073,clinic-tx-00013,Nina,M,35-39,Montrose,5,Best in the city,Honest about what would and would not help. Already booked my follow-up.,Jeuveau,2025-04-19,healthgrades,https://google.example/r/1340,,
rev-50001341,prov-tx-00073,clinic-tx-00013,Theo,K,50-54,Montrose,5,Clean and professional,Took the time to map my face before any injection. Healed fast with barely any bruising.,Jeuveau,2026-02-28,google,https://zocdoc.example/r/1341,,
rev-50001342,prov-tx-00073,clinic-tx-00013,Nina,H,55-59,Memorial,5,Natural and exactly right,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Thread Lift,2026-02-16,zocdoc,https://yelp.example/r/1342,,
rev-50001343,prov-tx-00073,clinic-tx-00013,Yara,W,50-54,Memorial,5,Conservative approach I trust,Took the time to map my face before any injection. No one has guessed I had anything done.,Thread Lift,2026-04-04,zocdoc,https://clinic_site.example/r/1343,,
rev-50001344,prov-tx-00073,clinic-tx-00013,Adrian,C,50-54,River Oaks,5,Natural and exactly right,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Jeuveau,2025-11-30,google,https://healthgrades.example/r/1344,,
rev-50001345,prov-tx-00073,clinic-tx-00013,Adrian,P,45-49,Uptown,5,So happy with my results,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Jeuveau,2025-12-03,clinic_site,https://zocdoc.example/r/1345,,
rev-50001346,prov-tx-00073,clinic-tx-00013,Daniel,G,30-34,Montrose,5,Natural and exactly right,Walked me through the plan and the pricing up front. Already booked my follow-up.,Jawline Filler,2025-05-25,yelp,https://healthgrades.example/r/1346,,
rev-50001347,prov-tx-00073,clinic-tx-00013,Priya,J,30-34,Uptown,5,Clean and professional,Explained every step and never upsold me. I finally look as rested as I feel.,Jawline Filler,2025-06-19,google,https://google.example/r/1347,,
rev-50001348,prov-tx-00073,clinic-tx-00013,Diego,M,50-54,Uptown,2,Conservative approach I trust,Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Jawline Filler,2026-02-06,healthgrades,https://vitals.example/r/1348,,
rev-50001349,prov-tx-00073,clinic-tx-00013,Ethan,S,55-59,The Heights,5,Subtle and balanced,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Thread Lift,2024-09-11,google,https://yelp.example/r/1349,"We appreciate the kind words, it was a pleasure caring for you.",2024-10-05
rev-50001350,prov-tx-00073,clinic-tx-00013,Bianca,N,40-44,The Heights,5,Clean and professional,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Jawline Filler,2026-05-10,clinic_site,https://zocdoc.example/r/1350,,
rev-50001351,prov-tx-00073,clinic-tx-00013,James,B,40-44,Montrose,5,Natural and exactly right,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Jawline Filler,2024-11-20,yelp,https://zocdoc.example/r/1351,,
rev-50001352,prov-tx-00073,clinic-tx-00013,Paul,A,25-29,Montrose,5,Clean and professional,Took the time to map my face before any injection. Healed fast with barely any bruising.,Jawline Filler,2024-10-03,zocdoc,https://vitals.example/r/1352,"Thank you so much, see you at your next visit.",2024-07-29
rev-50001353,prov-tx-00073,clinic-tx-00013,Priya,K,40-44,River Oaks,5,Clean and professional,Took the time to map my face before any injection. I finally look as rested as I feel.,Jeuveau,2026-01-18,zocdoc,https://vitals.example/r/1353,,
rev-50001354,prov-tx-00073,clinic-tx-00013,Paul,T,45-49,The Heights,4,No more downtime worries,Booked a consult first and felt zero pressure. No one has guessed I had anything done.,Thread Lift,2026-05-26,clinic_site,https://zocdoc.example/r/1354,,
rev-50001355,prov-tx-00073,clinic-tx-00013,Anya,A,45-49,The Heights,1,Will be back,Took the time to map my face before any injection. Already booked my follow-up.,Jeuveau,2025-11-22,clinic_site,https://healthgrades.example/r/1355,,
rev-50001356,prov-tx-00073,clinic-tx-00013,David,L,50-54,Montrose,5,Clean and professional,Booked a consult first and felt zero pressure. Already booked my follow-up.,Thread Lift,2025-07-25,google,https://healthgrades.example/r/1356,,
rev-50001357,prov-tx-00073,clinic-tx-00013,Daniel,K,30-34,Montrose,5,No more downtime worries,The whole team was warm and the office was spotless. Already booked my follow-up.,Thread Lift,2024-12-06,google,https://clinic_site.example/r/1357,"Thank you, we are glad you love your results.",2024-08-27
rev-50001358,prov-tx-00074,clinic-tx-00013,Nadia,E,40-44,Montrose,5,Clean and professional,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Dysport,2026-02-03,google,https://clinic_site.example/r/1358,,
rev-50001359,prov-tx-00074,clinic-tx-00013,Lara,P,55-59,Memorial,5,Felt heard and informed,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Masseter Botox,2024-08-14,yelp,https://yelp.example/r/1359,"We appreciate the kind words, it was a pleasure caring for you.",2025-02-24
rev-50001360,prov-tx-00074,clinic-tx-00013,Leo,F,35-39,Memorial,5,Will be back,Honest about what would and would not help. The result is subtle and natural.,Masseter Botox,2025-12-01,healthgrades,https://yelp.example/r/1360,,
rev-50001361,prov-tx-00074,clinic-tx-00013,Marcus,P,40-44,Montrose,5,Clean and professional,Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Botox,2025-08-16,zocdoc,https://vitals.example/r/1361,"Thank you so much, see you at your next visit.",2025-12-31
rev-50001362,prov-tx-00074,clinic-tx-00013,Selena,R,50-54,River Oaks,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Botox,2026-04-27,yelp,https://google.example/r/1362,"Thank you so much, see you at your next visit.",2024-10-31
rev-50001363,prov-tx-00074,clinic-tx-00013,Marcus,H,40-44,Uptown,5,Natural and exactly right,Honest about what would and would not help. Exactly the balanced look I wanted.,Daxxify,2024-12-24,vitals,https://clinic_site.example/r/1363,,
rev-50001364,prov-tx-00074,clinic-tx-00013,Lara,E,25-29,Montrose,4,Natural and exactly right,Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Daxxify,2024-10-08,zocdoc,https://healthgrades.example/r/1364,"Thank you, we are glad you love your results.",2025-06-26
rev-50001365,prov-tx-00074,clinic-tx-00013,Maya,G,35-39,Memorial,5,Felt heard and informed,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Daxxify,2026-04-21,healthgrades,https://zocdoc.example/r/1365,,
rev-50001366,prov-tx-00074,clinic-tx-00013,Bianca,T,25-29,Uptown,5,Felt heard and informed,Explained every step and never upsold me. Already booked my follow-up.,Botox,2026-05-25,google,https://vitals.example/r/1366,,
rev-50001367,prov-tx-00074,clinic-tx-00013,Victor,C,50-54,Memorial,5,So happy with my results,Explained every step and never upsold me. The result is subtle and natural.,Botox,2025-08-22,clinic_site,https://healthgrades.example/r/1367,,
rev-50001368,prov-tx-00074,clinic-tx-00013,Camila,K,30-34,Memorial,4,Conservative approach I trust,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Masseter Botox,2024-06-29,clinic_site,https://vitals.example/r/1368,"Thank you, we are glad you love your results.",2025-09-16
rev-50001369,prov-tx-00074,clinic-tx-00013,Daniel,C,30-34,The Heights,5,Worth every penny,Explained every step and never upsold me. Healed fast with barely any bruising.,Dysport,2025-03-23,yelp,https://clinic_site.example/r/1369,"Thank you so much, see you at your next visit.",2024-12-25
rev-50001370,prov-tx-00074,clinic-tx-00013,Claire,R,50-54,Uptown,5,Felt heard and informed,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Dysport,2025-05-18,clinic_site,https://yelp.example/r/1370,"Thank you so much, see you at your next visit.",2025-11-06
rev-50001371,prov-tx-00074,clinic-tx-00013,Priya,E,40-44,Montrose,5,No more downtime worries,Explained every step and never upsold me. Exactly the balanced look I wanted.,Thread Lift,2024-10-02,google,https://vitals.example/r/1371,,
rev-50001372,prov-tx-00075,clinic-tx-00013,James,N,55-59,Uptown,4,Best in the city,Explained every step and never upsold me. Already booked my follow-up.,Lip Filler,2025-12-18,yelp,https://zocdoc.example/r/1372,,
rev-50001373,prov-tx-00075,clinic-tx-00013,Theo,R,55-59,Uptown,5,Conservative approach I trust,Honest about what would and would not help. Already booked my follow-up.,Lip Filler,2024-08-20,healthgrades,https://vitals.example/r/1373,"We appreciate the kind words, it was a pleasure caring for you.",2025-02-05
rev-50001374,prov-tx-00075,clinic-tx-00013,Daniel,S,55-59,The Heights,5,Worth every penny,Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Lip Filler,2025-10-29,google,https://google.example/r/1374,,
rev-50001375,prov-tx-00075,clinic-tx-00013,Isabel,F,30-34,Montrose,5,Worth every penny,Walked me through the plan and the pricing up front. The result is subtle and natural.,Daxxify,2026-03-02,healthgrades,https://healthgrades.example/r/1375,,
rev-50001376,prov-tx-00075,clinic-tx-00013,James,G,25-29,The Heights,5,Conservative approach I trust,Took the time to map my face before any injection. The result is subtle and natural.,Daxxify,2024-09-12,vitals,https://yelp.example/r/1376,,
rev-50001377,prov-tx-00075,clinic-tx-00013,Paul,E,50-54,The Heights,5,"Looks like me, just rested",Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Daxxify,2025-07-30,zocdoc,https://healthgrades.example/r/1377,"Thank you, we are glad you love your results.",2024-08-17
rev-50001378,prov-tx-00075,clinic-tx-00013,Diego,H,50-54,Uptown,4,So happy with my results,Took the time to map my face before any injection. Healed fast with barely any bruising.,Lip Filler,2024-06-29,zocdoc,https://clinic_site.example/r/1378,"Thank you, we are glad you love your results.",2025-12-26
rev-50001379,prov-tx-00075,clinic-tx-00013,Daniel,E,25-29,The Heights,5,Felt heard and informed,Explained every step and never upsold me. Healed fast with barely any bruising.,Daxxify,2024-09-15,vitals,https://zocdoc.example/r/1379,,
rev-50001380,prov-tx-00075,clinic-tx-00013,Tessa,J,40-44,The Heights,5,"Looks like me, just rested",Honest about what would and would not help. The result is subtle and natural.,Daxxify,2026-05-22,google,https://healthgrades.example/r/1380,,
rev-50001381,prov-tx-00075,clinic-tx-00013,Maya,M,50-54,Uptown,5,Conservative approach I trust,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Daxxify,2024-10-08,google,https://google.example/r/1381,"Thank you, we are glad you love your results.",2025-01-20
rev-50001382,prov-tx-00075,clinic-tx-00013,James,R,25-29,The Heights,5,Great masseter result,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Lip Filler,2025-12-13,clinic_site,https://vitals.example/r/1382,,
rev-50001383,prov-tx-00075,clinic-tx-00013,Ruben,F,40-44,Montrose,5,Subtle and balanced,Explained every step and never upsold me. The result is subtle and natural.,Daxxify,2025-02-21,vitals,https://zocdoc.example/r/1383,,
rev-50001384,prov-tx-00075,clinic-tx-00013,Dahlia,D,50-54,Memorial,3,Will be back,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Lip Filler,2025-10-15,clinic_site,https://healthgrades.example/r/1384,,
rev-50001385,prov-tx-00075,clinic-tx-00013,Olivia,F,50-54,River Oaks,5,Will be back,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Daxxify,2025-10-13,google,https://google.example/r/1385,"Thank you, we are glad you love your results.",2026-04-17
rev-50001386,prov-tx-00075,clinic-tx-00013,Lara,E,30-34,Memorial,5,No more downtime worries,Booked a consult first and felt zero pressure. Already booked my follow-up.,Daxxify,2026-06-04,google,https://vitals.example/r/1386,"We appreciate the kind words, it was a pleasure caring for you.",2024-09-16
rev-50001387,prov-tx-00076,clinic-tx-00014,Dahlia,A,25-29,Highland Park,4,Natural and exactly right,Explained every step and never upsold me. Healed fast with barely any bruising.,Sculptra,2025-03-06,zocdoc,https://vitals.example/r/1387,,
rev-50001388,prov-tx-00076,clinic-tx-00014,Tessa,R,40-44,Knox-Henderson,5,Worth every penny,Explained every step and never upsold me. Healed fast with barely any bruising.,Masseter Botox,2026-02-01,vitals,https://google.example/r/1388,"Thank you, we are glad you love your results.",2025-11-07
rev-50001389,prov-tx-00076,clinic-tx-00014,Elena,M,55-59,Uptown,4,Clean and professional,Explained every step and never upsold me. Exactly the balanced look I wanted.,Masseter Botox,2025-04-09,vitals,https://google.example/r/1389,"We appreciate the kind words, it was a pleasure caring for you.",2026-03-22
rev-50001390,prov-tx-00076,clinic-tx-00014,Omar,A,40-44,Deep Ellum,5,Clean and professional,Honest about what would and would not help. No one has guessed I had anything done.,Thread Lift,2026-05-09,healthgrades,https://healthgrades.example/r/1390,,
rev-50001391,prov-tx-00076,clinic-tx-00014,Aaron,H,25-29,Uptown,5,Clean and professional,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Sculptra,2025-03-31,healthgrades,https://google.example/r/1391,,
rev-50001392,prov-tx-00076,clinic-tx-00014,Sofia,S,35-39,Knox-Henderson,5,Subtle and balanced,The whole team was warm and the office was spotless. Already booked my follow-up.,Masseter Botox,2026-06-06,healthgrades,https://yelp.example/r/1392,,
rev-50001393,prov-tx-00076,clinic-tx-00014,Paul,L,45-49,Uptown,2,So happy with my results,Honest about what would and would not help. I finally look as rested as I feel.,Cheek Filler,2024-10-12,yelp,https://healthgrades.example/r/1393,"Thank you, we are glad you love your results.",2025-12-28
rev-50001394,prov-tx-00076,clinic-tx-00014,Claire,C,45-49,Highland Park,5,Subtle and balanced,Booked a consult first and felt zero pressure. No one has guessed I had anything done.,Cheek Filler,2025-07-24,vitals,https://zocdoc.example/r/1394,,
rev-50001395,prov-tx-00076,clinic-tx-00014,Theo,S,40-44,Highland Park,5,So happy with my results,Took the time to map my face before any injection. The result is subtle and natural.,Cheek Filler,2026-01-02,healthgrades,https://clinic_site.example/r/1395,"Thank you so much, see you at your next visit.",2024-11-15
rev-50001396,prov-tx-00076,clinic-tx-00014,Paul,A,55-59,Deep Ellum,5,Great masseter result,Booked a consult first and felt zero pressure. Already booked my follow-up.,Masseter Botox,2025-01-30,vitals,https://healthgrades.example/r/1396,,
rev-50001397,prov-tx-00076,clinic-tx-00014,Aaron,F,35-39,Highland Park,5,Best in the city,Explained every step and never upsold me. I finally look as rested as I feel.,Masseter Botox,2024-07-19,healthgrades,https://clinic_site.example/r/1397,,
rev-50001398,prov-tx-00076,clinic-tx-00014,Elena,D,55-59,Highland Park,5,"Looks like me, just rested",Took the time to map my face before any injection. The result is subtle and natural.,Thread Lift,2026-05-25,yelp,https://yelp.example/r/1398,,
rev-50001399,prov-tx-00076,clinic-tx-00014,Noah,J,35-39,Uptown,5,Conservative approach I trust,Explained every step and never upsold me. No one has guessed I had anything done.,Cheek Filler,2024-08-12,healthgrades,https://vitals.example/r/1399,,
rev-50001400,prov-tx-00076,clinic-tx-00014,Miles,C,55-59,Highland Park,4,Will be back,Took the time to map my face before any injection. Already booked my follow-up.,Masseter Botox,2025-11-15,yelp,https://google.example/r/1400,"Thank you, we are glad you love your results.",2025-09-09
rev-50001401,prov-tx-00076,clinic-tx-00014,Daniel,K,30-34,Deep Ellum,5,Best in the city,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Thread Lift,2025-05-05,zocdoc,https://zocdoc.example/r/1401,"We appreciate the kind words, it was a pleasure caring for you.",2026-01-20
rev-50001402,prov-tx-00076,clinic-tx-00014,Daniel,P,55-59,Knox-Henderson,5,Conservative approach I trust,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Masseter Botox,2024-10-22,yelp,https://yelp.example/r/1402,,
rev-50001403,prov-tx-00076,clinic-tx-00014,Noah,M,55-59,Deep Ellum,5,Natural and exactly right,Took the time to map my face before any injection. The result is subtle and natural.,Masseter Botox,2025-02-14,zocdoc,https://clinic_site.example/r/1403,,
rev-50001404,prov-tx-00076,clinic-tx-00014,Diego,N,25-29,Deep Ellum,1,Natural and exactly right,Explained every step and never upsold me. The result is subtle and natural.,Sculptra,2026-01-12,healthgrades,https://clinic_site.example/r/1404,,
rev-50001405,prov-tx-00076,clinic-tx-00014,Adrian,N,40-44,Highland Park,4,Best in the city,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Sculptra,2025-04-18,vitals,https://google.example/r/1405,"Thank you, we are glad you love your results.",2024-08-11
rev-50001406,prov-tx-00076,clinic-tx-00014,Sofia,B,50-54,Deep Ellum,5,Clean and professional,Explained every step and never upsold me. No one has guessed I had anything done.,Sculptra,2024-10-11,vitals,https://yelp.example/r/1406,,
rev-50001407,prov-tx-00076,clinic-tx-00014,Dahlia,W,55-59,Deep Ellum,3,Conservative approach I trust,Walked me through the plan and the pricing up front. The result is subtle and natural.,Jeuveau,2025-11-06,yelp,https://yelp.example/r/1407,,
rev-50001408,prov-tx-00076,clinic-tx-00014,Aaron,H,30-34,Deep Ellum,5,Great masseter result,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Cheek Filler,2025-04-02,vitals,https://google.example/r/1408,,
rev-50001409,prov-tx-00076,clinic-tx-00014,Isabel,E,30-34,Knox-Henderson,5,No more downtime worries,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Jeuveau,2025-08-03,healthgrades,https://healthgrades.example/r/1409,,
rev-50001410,prov-tx-00076,clinic-tx-00014,Diego,G,55-59,Uptown,3,Subtle and balanced,The whole team was warm and the office was spotless. The result is subtle and natural.,Jeuveau,2026-01-13,vitals,https://healthgrades.example/r/1410,"Thank you, we are glad you love your results.",2025-02-20
rev-50001411,prov-tx-00076,clinic-tx-00014,Olivia,C,35-39,Highland Park,5,Subtle and balanced,Honest about what would and would not help. No one has guessed I had anything done.,Masseter Botox,2026-03-25,zocdoc,https://healthgrades.example/r/1411,,
rev-50001412,prov-tx-00076,clinic-tx-00014,Paul,M,25-29,Knox-Henderson,5,Natural and exactly right,Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Cheek Filler,2026-02-22,yelp,https://clinic_site.example/r/1412,,
rev-50001413,prov-tx-00076,clinic-tx-00014,Omar,G,30-34,Highland Park,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. Already booked my follow-up.,Jeuveau,2024-11-07,google,https://zocdoc.example/r/1413,"We appreciate the kind words, it was a pleasure caring for you.",2025-05-09
rev-50001414,prov-tx-00076,clinic-tx-00014,Omar,F,50-54,Deep Ellum,5,No more downtime worries,Explained every step and never upsold me. Already booked my follow-up.,Masseter Botox,2024-08-23,clinic_site,https://clinic_site.example/r/1414,,
rev-50001415,prov-tx-00076,clinic-tx-00014,Aaron,S,40-44,Highland Park,4,"Looks like me, just rested",Honest about what would and would not help. I finally look as rested as I feel.,Thread Lift,2025-01-03,vitals,https://healthgrades.example/r/1415,,
rev-50001416,prov-tx-00077,clinic-tx-00014,Nadia,J,30-34,Highland Park,5,Worth every penny,Explained every step and never upsold me. Exactly the balanced look I wanted.,Xeomin,2025-06-27,yelp,https://yelp.example/r/1416,,
rev-50001417,prov-tx-00077,clinic-tx-00014,Maya,J,45-49,Deep Ellum,4,Natural and exactly right,Honest about what would and would not help. Already booked my follow-up.,Lip Filler,2024-10-15,clinic_site,https://yelp.example/r/1417,,
rev-50001418,prov-tx-00077,clinic-tx-00014,Hana,C,35-39,Highland Park,5,"Looks like me, just rested",The whole team was warm and the office was spotless. The result is subtle and natural.,Lip Filler,2024-07-26,zocdoc,https://yelp.example/r/1418,"Thank you so much, see you at your next visit.",2025-09-21
rev-50001419,prov-tx-00077,clinic-tx-00014,Nadia,W,45-49,Knox-Henderson,4,No more downtime worries,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Lip Filler,2025-05-29,vitals,https://zocdoc.example/r/1419,,
rev-50001420,prov-tx-00077,clinic-tx-00014,Noah,D,50-54,Knox-Henderson,5,Subtle and balanced,Booked a consult first and felt zero pressure. The result is subtle and natural.,Lip Filler,2025-03-31,google,https://healthgrades.example/r/1420,,
rev-50001421,prov-tx-00077,clinic-tx-00014,Nina,J,50-54,Knox-Henderson,4,Natural and exactly right,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Xeomin,2024-10-21,yelp,https://vitals.example/r/1421,,
rev-50001422,prov-tx-00077,clinic-tx-00014,Hana,D,50-54,Knox-Henderson,5,Conservative approach I trust,Booked a consult first and felt zero pressure. The result is subtle and natural.,Xeomin,2026-04-11,google,https://vitals.example/r/1422,"Thank you so much, see you at your next visit.",2025-06-19
rev-50001423,prov-tx-00077,clinic-tx-00014,Anya,W,40-44,Deep Ellum,4,"Looks like me, just rested",Explained every step and never upsold me. The result is subtle and natural.,Xeomin,2025-06-24,healthgrades,https://yelp.example/r/1423,,
rev-50001424,prov-tx-00077,clinic-tx-00014,Renee,D,30-34,Knox-Henderson,5,No more downtime worries,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Lip Filler,2024-10-18,google,https://vitals.example/r/1424,"Thank you so much, see you at your next visit.",2025-01-20
rev-50001425,prov-tx-00077,clinic-tx-00014,Sofia,D,35-39,Uptown,4,Great masseter result,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Xeomin,2025-08-02,vitals,https://clinic_site.example/r/1425,,
rev-50001426,prov-tx-00077,clinic-tx-00014,Olivia,M,25-29,Highland Park,4,Conservative approach I trust,Took the time to map my face before any injection. I finally look as rested as I feel.,Lip Filler,2026-06-01,clinic_site,https://vitals.example/r/1426,,
rev-50001427,prov-tx-00077,clinic-tx-00014,Ethan,R,55-59,Knox-Henderson,5,Natural and exactly right,Booked a consult first and felt zero pressure. Healed fast with barely any bruising.,Lip Filler,2025-05-27,clinic_site,https://clinic_site.example/r/1427,"Thank you so much, see you at your next visit.",2025-04-23
rev-50001428,prov-tx-00077,clinic-tx-00014,Hana,S,40-44,Deep Ellum,5,So happy with my results,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Lip Filler,2024-06-20,zocdoc,https://healthgrades.example/r/1428,,
rev-50001429,prov-tx-00077,clinic-tx-00014,Paul,H,40-44,Uptown,5,"Looks like me, just rested",The whole team was warm and the office was spotless. Already booked my follow-up.,Xeomin,2025-06-09,healthgrades,https://zocdoc.example/r/1429,"Thank you so much, see you at your next visit.",2025-09-21
rev-50001430,prov-tx-00077,clinic-tx-00014,Marcus,F,50-54,Deep Ellum,5,So happy with my results,Honest about what would and would not help. Exactly the balanced look I wanted.,Lip Filler,2024-08-10,clinic_site,https://zocdoc.example/r/1430,,
rev-50001431,prov-tx-00077,clinic-tx-00014,Hana,D,25-29,Deep Ellum,5,So happy with my results,Honest about what would and would not help. The result is subtle and natural.,Xeomin,2024-11-10,clinic_site,https://google.example/r/1431,,
rev-50001432,prov-tx-00077,clinic-tx-00014,Hana,D,25-29,Highland Park,5,No more downtime worries,Took the time to map my face before any injection. Already booked my follow-up.,Lip Filler,2026-02-04,yelp,https://yelp.example/r/1432,"We appreciate the kind words, it was a pleasure caring for you.",2025-05-08
rev-50001433,prov-tx-00077,clinic-tx-00014,Marcus,E,50-54,Uptown,5,Clean and professional,Explained every step and never upsold me. Healed fast with barely any bruising.,Lip Filler,2026-02-15,google,https://yelp.example/r/1433,,
rev-50001434,prov-tx-00077,clinic-tx-00014,Priya,T,40-44,Uptown,5,No more downtime worries,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Lip Filler,2025-11-27,google,https://healthgrades.example/r/1434,,
rev-50001435,prov-tx-00078,clinic-tx-00014,Olivia,L,25-29,Knox-Henderson,5,So happy with my results,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Masseter Botox,2025-06-06,vitals,https://healthgrades.example/r/1435,,
rev-50001436,prov-tx-00078,clinic-tx-00014,Tessa,K,45-49,Knox-Henderson,5,Worth every penny,Took the time to map my face before any injection. I finally look as rested as I feel.,Jawline Filler,2025-07-28,google,https://google.example/r/1436,,
rev-50001437,prov-tx-00078,clinic-tx-00014,Diego,C,40-44,Deep Ellum,5,So happy with my results,Took the time to map my face before any injection. I finally look as rested as I feel.,Jawline Filler,2024-07-23,zocdoc,https://vitals.example/r/1437,,
rev-50001438,prov-tx-00078,clinic-tx-00014,Felix,G,50-54,Highland Park,3,Subtle and balanced,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Masseter Botox,2024-07-17,clinic_site,https://zocdoc.example/r/1438,,
rev-50001439,prov-tx-00078,clinic-tx-00014,Omar,S,30-34,Highland Park,5,So happy with my results,Took the time to map my face before any injection. Healed fast with barely any bruising.,Jawline Filler,2025-11-19,clinic_site,https://zocdoc.example/r/1439,,
rev-50001440,prov-tx-00078,clinic-tx-00014,Paul,P,25-29,Highland Park,5,Best in the city,Explained every step and never upsold me. Healed fast with barely any bruising.,Jawline Filler,2025-01-07,zocdoc,https://yelp.example/r/1440,"We appreciate the kind words, it was a pleasure caring for you.",2025-12-02
rev-50001441,prov-tx-00078,clinic-tx-00014,Claire,H,55-59,Knox-Henderson,3,Natural and exactly right,Took the time to map my face before any injection. The result is subtle and natural.,Jawline Filler,2026-05-09,yelp,https://healthgrades.example/r/1441,,
rev-50001442,prov-tx-00078,clinic-tx-00014,Jonah,N,55-59,Uptown,5,Will be back,Took the time to map my face before any injection. The result is subtle and natural.,Masseter Botox,2025-05-08,google,https://healthgrades.example/r/1442,,
rev-50001443,prov-tx-00078,clinic-tx-00014,Selena,L,50-54,Deep Ellum,5,Best in the city,The whole team was warm and the office was spotless. The result is subtle and natural.,Jawline Filler,2024-11-25,yelp,https://clinic_site.example/r/1443,,
rev-50001444,prov-tx-00078,clinic-tx-00014,Sofia,T,35-39,Highland Park,5,Conservative approach I trust,The whole team was warm and the office was spotless. The result is subtle and natural.,Jawline Filler,2026-03-26,zocdoc,https://google.example/r/1444,"Thank you, we are glad you love your results.",2025-05-14
rev-50001445,prov-tx-00078,clinic-tx-00014,Ethan,P,45-49,Uptown,4,Felt heard and informed,Honest about what would and would not help. Healed fast with barely any bruising.,Masseter Botox,2024-09-06,yelp,https://vitals.example/r/1445,"Thank you so much, see you at your next visit.",2026-02-28
rev-50001446,prov-tx-00078,clinic-tx-00014,Yara,E,45-49,Highland Park,5,So happy with my results,Explained every step and never upsold me. I finally look as rested as I feel.,Jawline Filler,2025-11-04,zocdoc,https://zocdoc.example/r/1446,,
rev-50001447,prov-tx-00078,clinic-tx-00014,Grace,A,55-59,Highland Park,5,Will be back,Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Jawline Filler,2025-09-24,vitals,https://zocdoc.example/r/1447,,
rev-50001448,prov-tx-00079,clinic-tx-00014,Nadia,N,35-39,Knox-Henderson,5,Clean and professional,Explained every step and never upsold me. I finally look as rested as I feel.,Masseter Botox,2026-05-18,google,https://google.example/r/1448,"Thank you, we are glad you love your results.",2025-01-21
rev-50001449,prov-tx-00079,clinic-tx-00014,Leo,E,25-29,Deep Ellum,2,So happy with my results,Walked me through the plan and the pricing up front. Already booked my follow-up.,PRP,2026-06-01,vitals,https://healthgrades.example/r/1449,,
rev-50001450,prov-tx-00079,clinic-tx-00014,Selena,L,30-34,Uptown,5,So happy with my results,Honest about what would and would not help. The result is subtle and natural.,PRP,2026-05-09,google,https://clinic_site.example/r/1450,,
rev-50001451,prov-tx-00079,clinic-tx-00014,Priya,L,50-54,Highland Park,5,Clean and professional,Explained every step and never upsold me. The result is subtle and natural.,Tear Trough,2026-04-24,clinic_site,https://healthgrades.example/r/1451,"Thank you, we are glad you love your results.",2025-04-21
rev-50001452,prov-tx-00079,clinic-tx-00014,Camila,C,55-59,Knox-Henderson,4,Natural and exactly right,Took the time to map my face before any injection. Already booked my follow-up.,Masseter Botox,2024-10-15,zocdoc,https://yelp.example/r/1452,,
rev-50001453,prov-tx-00079,clinic-tx-00014,Renee,H,55-59,Knox-Henderson,5,Natural and exactly right,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Jawline Filler,2025-07-06,zocdoc,https://vitals.example/r/1453,,
