clinic_id,clinic_name,tagline,description,address_line_1,address_line_2,city,state,zip,neighborhood,county,country,latitude,longitude,google_place_id,google_maps_url,directions_url,apple_maps_url,phone,email,website_url,booking_url,hours_json,service_type,accepts_insurance,payment_methods,amenities,logo_url,clinic_photo_urls,aggregate_rating,aggregate_rating_count,provider_ids,year_established,source_urls,last_scraped_date
clinic-fl-00006,Coastal Cosmetic Clinic Brickell,Coral Gables injectable specialists.,"A Coral Gables practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",8362 Main Street,,Miami,FL,33134,Coral Gables,Miami-Dade County,US,25.792454,-80.200849,ChIJflh1uhlxYWCnb3_TnW,https://maps.google.com/?cid=53470875,"https://www.google.com/maps/dir/?api=1&destination=25.792454,-80.200849","https://maps.apple.com/?ll=25.792454,-80.200849",+13055550150,hello@coastalcosmeticclinicbrickell.example,https://coastalcosmeticclinicbrickell.example,https://coastalcosmeticclinicbrickell.example/book,,In-Person,true,Visa; Amex; Care Credit; Mastercard,Parking; Private suites,https://picsum.photos/seed/clinic-fl-00006-logo/200/200,https://picsum.photos/seed/clinic-fl-00006-a/600/400; https://picsum.photos/seed/clinic-fl-00006-b/600/400,4.2,34,prov-fl-00137; prov-fl-00138; prov-fl-00139,2014,https://injector.world/fake-dataset,2026-06-08
clinic-fl-00007,Onyx Med Spa South,South Beach injectable specialists.,"A South Beach practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",9465 Park Drive,,Miami,FL,33150,South Beach,Miami-Dade County,US,25.780316,-80.158295,ChIJflYcxu_hfysLtHuvCs,https://maps.google.com/?cid=98254522,"https://www.google.com/maps/dir/?api=1&destination=25.780316,-80.158295","https://maps.apple.com/?ll=25.780316,-80.158295",+13055550199,hello@onyxmedspasouth.example,https://onyxmedspasouth.example,https://onyxmedspasouth.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,true,Care Credit; Visa; Cherry; Amex,Virtual consults; Parking,https://picsum.photos/seed/clinic-fl-00007-logo/200/200,https://picsum.photos/seed/clinic-fl-00007-a/600/400; https://picsum.photos/seed/clinic-fl-00007-b/600/400,4.2,138,prov-fl-00140; prov-fl-00141,2019,https://injector.world/fake-dataset,2026-06-08
clinic-fl-00008,Mosaic Med Spa Wynwood,Coconut Grove injectable specialists.,"A Coconut Grove practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",6107 Cedar Drive,Suite 230,Miami,FL,33151,Coconut Grove,Miami-Dade County,US,25.794944,-80.163732,ChIJflvYxCWXUmvZaDbapW,https://maps.google.com/?cid=34329054,"https://www.google.com/maps/dir/?api=1&destination=25.794944,-80.163732","https://maps.apple.com/?ll=25.794944,-80.163732",+14075550194,hello@mosaicmedspawynwood.example,https://mosaicmedspawynwood.example,https://mosaicmedspawynwood.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Visa; Amex; Care Credit,Parking; Private suites; Wi-Fi; Virtual consults,https://picsum.photos/seed/clinic-fl-00008-logo/200/200,https://picsum.photos/seed/clinic-fl-00008-a/600/400; https://picsum.photos/seed/clinic-fl-00008-b/600/400,4.6,465,prov-fl-00142; prov-fl-00143,2007,https://injector.world/fake-dataset,2026-06-08
clinic-fl-00009,Magnolia Cosmetic Clinic South,Wynwood injectable specialists.,"A Wynwood practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",8613 Cedar Boulevard,,Miami,FL,33132,Wynwood,Miami-Dade County,US,25.730166,-80.203761,ChIJfl5PdikQkNTbpq0_b7,https://maps.google.com/?cid=16961053,"https://www.google.com/maps/dir/?api=1&destination=25.730166,-80.203761","https://maps.apple.com/?ll=25.730166,-80.203761",+17865550158,hello@magnoliacosmeticclinicsouth.example,https://magnoliacosmeticclinicsouth.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Care Credit; Cherry; Mastercard,Parking; Wi-Fi; Wheelchair accessible,https://picsum.photos/seed/clinic-fl-00009-logo/200/200,https://picsum.photos/seed/clinic-fl-00009-a/600/400; https://picsum.photos/seed/clinic-fl-00009-b/600/400,4.4,317,prov-fl-00144,2020,https://injector.world/fake-dataset,2026-06-08
clinic-fl-00010,Coastal Cosmetic Clinic Brickell 2,Coral Gables injectable specialists.,"A Coral Gables practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",9764 Main Boulevard,,Miami,FL,33140,Coral Gables,Miami-Dade County,US,25.758253,-80.213135,ChIJflPNy-_8oF_8s-NzQN,https://maps.google.com/?cid=98424917,"https://www.google.com/maps/dir/?api=1&destination=25.758253,-80.213135","https://maps.apple.com/?ll=25.758253,-80.213135",+18135550199,hello@coastalcosmeticclinicbrickell2.example,https://coastalcosmeticclinicbrickell2.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,true,Mastercard; Cherry,Wi-Fi; Parking,https://picsum.photos/seed/clinic-fl-00010-logo/200/200,https://picsum.photos/seed/clinic-fl-00010-a/600/400; https://picsum.photos/seed/clinic-fl-00010-b/600/400,4.3,453,prov-fl-00145,2009,https://injector.world/fake-dataset,2026-06-08
clinic-fl-00011,Summit Dermatology Coral,South Beach injectable specialists.,"A South Beach practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",9610 Harbor Street,Suite 512,Miami,FL,33143,South Beach,Miami-Dade County,US,25.76298,-80.192693,ChIJflw8P2yLSTEEh5jCy8,https://maps.google.com/?cid=75684524,"https://www.google.com/maps/dir/?api=1&destination=25.76298,-80.192693","https://maps.apple.com/?ll=25.76298,-80.192693",+17865550122,hello@summitdermatologycoral.example,https://summitdermatologycoral.example,https://summitdermatologycoral.example/book,,In-Person,false,Mastercard; Care Credit; Visa; Amex,Private suites; Parking; Wi-Fi,https://picsum.photos/seed/clinic-fl-00011-logo/200/200,https://picsum.photos/seed/clinic-fl-00011-a/600/400; https://picsum.photos/seed/clinic-fl-00011-b/600/400,4.7,252,prov-fl-00146; prov-fl-00147; prov-fl-00148; prov-fl-00149,2010,https://injector.world/fake-dataset,2026-06-08
clinic-fl-00012,Sunset Aesthetic Medicine Coral,Coconut Grove injectable specialists.,"A Coconut Grove practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",7438 Harbor Drive,Suite 385,Miami,FL,33135,Coconut Grove,Miami-Dade County,US,25.777975,-80.164434,ChIJflL509AfBNwzqWpe1Y,https://maps.google.com/?cid=72523501,"https://www.google.com/maps/dir/?api=1&destination=25.777975,-80.164434","https://maps.apple.com/?ll=25.777975,-80.164434",+18135550199,hello@sunsetaestheticmedicinecoral.example,https://sunsetaestheticmedicinecoral.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Care Credit; Amex; Mastercard,Private suites; Parking,https://picsum.photos/seed/clinic-fl-00012-logo/200/200,https://picsum.photos/seed/clinic-fl-00012-a/600/400; https://picsum.photos/seed/clinic-fl-00012-b/600/400,4.8,424,prov-fl-00150,2006,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00901,Park Avenue Aesthetic Medicine Golden,Golden Triangle injectable specialists.,"A Golden Triangle practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",6020 Cedar Drive,,Beverly Hills,CA,90224,Golden Triangle,Los Angeles County,US,34.077931,-118.437738,ChIJcaU-Or5JWapN2pr2BP,https://maps.google.com/?cid=23160231,"https://www.google.com/maps/dir/?api=1&destination=34.077931,-118.437738","https://maps.apple.com/?ll=34.077931,-118.437738",+16195550130,hello@parkavenueaestheticmedicinegolden.example,https://parkavenueaestheticmedicinegolden.example,https://parkavenueaestheticmedicinegolden.example/book,,In-Person,false,Cherry; Mastercard,Wi-Fi; Wheelchair accessible,https://picsum.photos/seed/clinic-fault-00901-logo/200/200,https://picsum.photos/seed/clinic-fault-00901-a/600/400; https://picsum.photos/seed/clinic-fault-00901-b/600/400,4.4,474,,2020,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00903,Verde Aesthetics East,Midtown injectable specialists.,"A Midtown practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",4860 Park Street,,Sacramento,CA,95822,Midtown,Sacramento County,US,38.568385,-121.495485,ChIJca5xCgpOWKob6JMhGB,https://maps.google.com/?cid=57776716,"https://www.google.com/maps/dir/?api=1&destination=38.568385,-121.495485","https://maps.apple.com/?ll=38.568385,-121.495485",+12135550191,hello@verdeaestheticseast.example,https://verdeaestheticseast.example,https://verdeaestheticseast.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Cherry; Amex,Wi-Fi; Wheelchair accessible; Private suites,https://picsum.photos/seed/clinic-fault-00903-logo/200/200,https://picsum.photos/seed/clinic-fault-00903-a/600/400; https://picsum.photos/seed/clinic-fault-00903-b/600/400,4.6,158,,2007,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00905,Crescent Med Spa Alamo,Alamo Heights injectable specialists.,"A Alamo Heights practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",8942 Main Street,Suite 366,San Antonio,TX,78206,Alamo Heights,Bexar County,US,29.453493,-98.480536,ChIJtxv4TVABKgiLxIcQGW,https://maps.google.com/?cid=67921507,"https://www.google.com/maps/dir/?api=1&destination=29.453493,-98.480536","https://maps.apple.com/?ll=29.453493,-98.480536",+17135550122,hello@crescentmedspaalamo.example,https://crescentmedspaalamo.example,https://crescentmedspaalamo.example/book,,In-Person,false,Cherry; Mastercard,Private suites; Wheelchair accessible; Virtual consults,https://picsum.photos/seed/clinic-fault-00905-logo/200/200,https://picsum.photos/seed/clinic-fault-00905-a/600/400; https://picsum.photos/seed/clinic-fault-00905-b/600/400,4.8,83,,2004,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00907,Halcyon Dermatology Cultural,Cultural District injectable specialists.,"A Cultural District practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",3429 Park Avenue,Suite 155,Fort Worth,TX,76129,Cultural District,Tarrant County,US,32.750734,-97.307116,ChIJtx5ljsofNRhv-nTWni,https://maps.google.com/?cid=41755067,"https://www.google.com/maps/dir/?api=1&destination=32.750734,-97.307116","https://maps.apple.com/?ll=32.750734,-97.307116",+12105550186,hello@halcyondermatologycultural.example,https://halcyondermatologycultural.example,https://halcyondermatologycultural.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Care Credit; Amex; Visa; Cherry,Wheelchair accessible; Parking; Virtual consults; Wi-Fi,https://picsum.photos/seed/clinic-fault-00907-logo/200/200,https://picsum.photos/seed/clinic-fault-00907-a/600/400; https://picsum.photos/seed/clinic-fault-00907-b/600/400,4.0,22,,2021,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00909,Cedar Aesthetics DUMBO,Park Slope injectable specialists.,"A Park Slope practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",415 Cedar Street,Suite 275,Brooklyn,NY,11224,Park Slope,Kings County,US,40.646946,-73.943364,ChIJnyqjb5C-Q7iFExWHRY,https://maps.google.com/?cid=73184053,"https://www.google.com/maps/dir/?api=1&destination=40.646946,-73.943364","https://maps.apple.com/?ll=40.646946,-73.943364",+12125550155,hello@cedaraestheticsdumbo.example,https://cedaraestheticsdumbo.example,https://cedaraestheticsdumbo.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Visa; Care Credit,Wheelchair accessible; Virtual consults,https://picsum.photos/seed/clinic-fault-00909-logo/200/200,https://picsum.photos/seed/clinic-fault-00909-a/600/400; https://picsum.photos/seed/clinic-fault-00909-b/600/400,4.6,63,,2019,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00911,Bayou Skin & Laser Allentown,Allentown injectable specialists.,"A Allentown practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",8412 Oak Avenue,Suite 832,Buffalo,NY,14209,Allentown,Erie County,US,42.926197,-78.890443,ChIJnyZFyr2mVtTNMd2Ovd,https://maps.google.com/?cid=40623455,"https://www.google.com/maps/dir/?api=1&destination=42.926197,-78.890443","https://maps.apple.com/?ll=42.926197,-78.890443",+17185550115,hello@bayouskinlaserallentown.example,https://bayouskinlaserallentown.example,,,In-Person,false,Amex; Care Credit,Wheelchair accessible; Virtual consults; Parking; Private suites,https://picsum.photos/seed/clinic-fault-00911-logo/200/200,https://picsum.photos/seed/clinic-fault-00911-a/600/400; https://picsum.photos/seed/clinic-fault-00911-b/600/400,4.9,307,,2007,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00913,Halcyon Med Spa Channelside,Channelside injectable specialists.,"A Channelside practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",6559 Cedar Boulevard,,Tampa,FL,33623,Channelside,Hillsborough County,US,27.986781,-82.469062,ChIJflYW30UxsTB9KiFJfU,https://maps.google.com/?cid=20513892,"https://www.google.com/maps/dir/?api=1&destination=27.986781,-82.469062","https://maps.apple.com/?ll=27.986781,-82.469062",+18135550141,hello@halcyonmedspachannelside.example,https://halcyonmedspachannelside.example,https://halcyonmedspachannelside.example/book,,Both,false,Visa; Care Credit; Mastercard; Amex,Virtual consults; Wi-Fi,https://picsum.photos/seed/clinic-fault-00913-logo/200/200,https://picsum.photos/seed/clinic-fault-00913-a/600/400; https://picsum.photos/seed/clinic-fault-00913-b/600/400,4.8,356,,2021,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00915,Solace Skin & Laser Thornton,Winter Park injectable specialists.,"A Winter Park practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",753 Cedar Avenue,Suite 360,Orlando,FL,32812,Winter Park,Orange County,US,28.506928,-81.344818,ChIJflCCbTOnNwA8VWD34G,https://maps.google.com/?cid=20980217,"https://www.google.com/maps/dir/?api=1&destination=28.506928,-81.344818","https://maps.apple.com/?ll=28.506928,-81.344818",+17865550104,hello@solaceskinlaserthornton.example,https://solaceskinlaserthornton.example,https://solaceskinlaserthornton.example/book,,In-Person,false,Visa; Care Credit,Private suites; Parking,https://picsum.photos/seed/clinic-fault-00915-logo/200/200,https://picsum.photos/seed/clinic-fault-00915-a/600/400; https://picsum.photos/seed/clinic-fault-00915-b/600/400,4.5,290,,2008,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00917,Madison Injectables Silver,Studio City injectable specialists.,"A Studio City practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",4478 Oak Avenue,Suite 839,Los Angeles,CA,90024,Studio City,Los Angeles County,US,,,ChIJcazxhkiBbdrdKwu4BP,https://maps.google.com/?cid=32406028,,,+14155550197,hello@madisoninjectablessilver.example,https://madisoninjectablessilver.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,true,Amex; Mastercard; Care Credit; Cherry,Virtual consults; Wheelchair accessible,https://picsum.photos/seed/clinic-fault-00917-logo/200/200,https://picsum.photos/seed/clinic-fault-00917-a/600/400; https://picsum.photos/seed/clinic-fault-00917-b/600/400,4.1,414,,2005,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00918,Cedar Aesthetics Uptown,The Heights injectable specialists.,"A The Heights practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",3141 Cedar Drive,Suite 742,Houston,TX,77013,The Heights,Harris County,US,,,ChIJtx-j1DdtQ1bAUngdhH,https://maps.google.com/?cid=15891752,,,+12105550164,hello@cedaraestheticsuptown.example,https://cedaraestheticsuptown.example,https://cedaraestheticsuptown.example/book,,In-Person,false,Mastercard; Visa; Cherry; Amex,Private suites; Virtual consults,https://picsum.photos/seed/clinic-fault-00918-logo/200/200,https://picsum.photos/seed/clinic-fault-00918-a/600/400; https://picsum.photos/seed/clinic-fault-00918-b/600/400,4.5,441,,2021,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00919,Vista Med Spa Wynwood,Wynwood injectable specialists.,"A Wynwood practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",9837 Park Street,,Miami,FL,33158,Wynwood,Miami-Dade County,US,,,ChIJflp2keqAUi4e5hNfn8,https://maps.google.com/?cid=71320720,,,+14075550169,hello@vistamedspawynwood.example,https://vistamedspawynwood.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Cherry; Mastercard; Care Credit; Visa,Parking; Wheelchair accessible; Private suites; Virtual consults,https://picsum.photos/seed/clinic-fault-00919-logo/200/200,https://picsum.photos/seed/clinic-fault-00919-a/600/400; https://picsum.photos/seed/clinic-fault-00919-b/600/400,4.5,187,,2015,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00920,Crescent Dermatology Midtown,Upper East Side injectable specialists.,"A Upper East Side practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",4074 Lake Avenue,Suite 781,New York,NY,10010,Upper East Side,New York County,US,40.69155,-73.985051,ChIJnyIhRKMXHvx2ddzDpX,https://maps.google.com/?cid=59682527,"https://www.google.com/maps/dir/?api=1&destination=40.69155,-73.985051","https://maps.apple.com/?ll=40.69155,-73.985051",+12125550154,hello@crescentdermatologymidtown.example,https://crescentdermatologymidtown.example,https://crescentdermatologymidtown.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Care Credit; Cherry; Mastercard,Private suites; Virtual consults,https://picsum.photos/seed/clinic-fault-00920-logo/200/200,https://picsum.photos/seed/clinic-fault-00920-a/600/400; https://picsum.photos/seed/clinic-fault-00920-b/600/400,4.9,439,,2007,,2026-06-08
clinic-fault-00922,Bayou Aesthetics The,Uptown injectable specialists.,"A Uptown practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",6832 Oak Avenue,Suite 697,Houston,TX,77016,Uptown,Harris County,US,29.763119,-95.384655,ChIJtxhlILIE-P-9Ol8TKp,https://maps.google.com/?cid=74086965,"https://www.google.com/maps/dir/?api=1&destination=29.763119,-95.384655","https://maps.apple.com/?ll=29.763119,-95.384655",+12145550192,hello@bayouaestheticsthe.example,https://bayouaestheticsthe.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Amex; Visa; Mastercard; Cherry,Wi-Fi; Private suites,https://picsum.photos/seed/clinic-fault-00922-logo/200/200,https://picsum.photos/seed/clinic-fault-00922-a/600/400; https://picsum.photos/seed/clinic-fault-00922-b/600/400,5.0,194,,2017,,2026-06-08
clinic-fault-00924,Halcyon Skin Studio Beverly,Studio City injectable specialists.,"A Studio City practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",4697 Park Street,,Los Angeles,CA,90032,Studio City,Los Angeles County,US,34.03243,-118.269753,ChIJcaDERgrlLQ_ZZU0PPW,https://maps.google.com/?cid=74396835,"https://www.google.com/maps/dir/?api=1&destination=34.03243,-118.269753","https://maps.apple.com/?ll=34.03243,-118.269753",+12135550117,hello@halcyonskinstudiobeverly.example,https://halcyonskinstudiobeverly.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,true,Amex; Care Credit; Mastercard,Parking; Wheelchair accessible; Wi-Fi,https://picsum.photos/seed/clinic-fault-00924-logo/200/200,https://picsum.photos/seed/clinic-fault-00924-a/600/400; https://picsum.photos/seed/clinic-fault-00924-b/600/400,4.6,210,,2015,,2026-06-08
clinic-fault-00926,Solace Skin & Laser Brentwood,West Hollywood injectable specialists.,"A West Hollywood practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",2577 Lake Avenue,,Los Angeles,CA,90030,West Hollywood,Los Angeles County,US,34.029843,-118.216378,ChIJca8WIu33dGy6bhPAe8,https://maps.google.com/?cid=66179732,"https://www.google.com/maps/dir/?api=1&destination=34.029843,-118.216378","https://maps.apple.com/?ll=34.029843,-118.216378",+12135550155,hello@solaceskinlaserbrentwood.example,https://solaceskinlaserbrentwood.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Cherry; Care Credit; Visa,Virtual consults; Wheelchair accessible; Private suites,https://picsum.photos/seed/clinic-fault-00926-logo/200/200,https://picsum.photos/seed/clinic-fault-00926-a/600/400; https://picsum.photos/seed/clinic-fault-00926-b/600/400,4.6,192,,2007,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00927,Coastal Dermatology River,Uptown injectable specialists.,"A Uptown practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",995 Magnolia Avenue,Suite 446,Houston,TX,77003,Uptown,Harris County,US,29.722681,-95.375147,ChIJtxiUeimfsWLaHUZxyt,https://maps.google.com/?cid=33053137,"https://www.google.com/maps/dir/?api=1&destination=29.722681,-95.375147","https://maps.apple.com/?ll=29.722681,-95.375147",+12145550138,hello@coastaldermatologyriver.example,https://coastaldermatologyriver.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,true,Visa; Amex; Mastercard,Virtual consults; Wheelchair accessible; Parking; Wi-Fi,https://picsum.photos/seed/clinic-fault-00927-logo/200/200,https://picsum.photos/seed/clinic-fault-00927-a/600/400; https://picsum.photos/seed/clinic-fault-00927-b/600/400,4.7,323,,2011,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00928,Lumen Injectables Coconut,Coral Gables injectable specialists.,"A Coral Gables practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",805 Main Boulevard,,Miami,FL,33148,Coral Gables,Miami-Dade County,US,25.768291,-80.216886,ChIJflqnKuZX7JMleE6p-o,https://maps.google.com/?cid=22614206,"https://www.google.com/maps/dir/?api=1&destination=25.768291,-80.216886","https://maps.apple.com/?ll=25.768291,-80.216886",+14075550195,hello@lumeninjectablescoconut.example,https://lumeninjectablescoconut.example,https://lumeninjectablescoconut.example/book,,In-Person,false,Cherry; Amex; Mastercard; Care Credit,Virtual consults; Private suites; Parking; Wi-Fi,https://picsum.photos/seed/clinic-fault-00928-logo/200/200,https://picsum.photos/seed/clinic-fault-00928-a/600/400; https://picsum.photos/seed/clinic-fault-00928-b/600/400,4.3,279,,2018,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00929,,Upper East Side injectable specialists.,"A Upper East Side practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",7705 Magnolia Boulevard,Suite 564,New York,NY,10005,Upper East Side,New York County,US,40.734871,-74.032537,ChIJnypUpRwQs5BeAdDJHN,https://maps.google.com/?cid=15413289,"https://www.google.com/maps/dir/?api=1&destination=40.734871,-74.032537","https://maps.apple.com/?ll=40.734871,-74.032537",+19175550192,hello@clinicfault00929.example,https://clinicfault00929.example,,,Both,false,Visa; Care Credit; Mastercard; Amex,Virtual consults; Private suites,https://picsum.photos/seed/clinic-fault-00929-logo/200/200,https://picsum.photos/seed/clinic-fault-00929-a/600/400; https://picsum.photos/seed/clinic-fault-00929-b/600/400,4.3,57,,2018,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00930,,South Beach injectable specialists.,"A South Beach practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",4224 Main Street,Suite 462,Miami,FL,33133,South Beach,Miami-Dade County,US,25.765704,-80.223842,ChIJflYM5t1YTYyaXkosGt,https://maps.google.com/?cid=94870712,"https://www.google.com/maps/dir/?api=1&destination=25.765704,-80.223842","https://maps.apple.com/?ll=25.765704,-80.223842",+17865550136,hello@clinicfault00930.example,https://clinicfault00930.example,https://clinicfault00930.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,false,Visa; Amex; Cherry,Virtual consults; Parking; Private suites,https://picsum.photos/seed/clinic-fault-00930-logo/200/200,https://picsum.photos/seed/clinic-fault-00930-a/600/400; https://picsum.photos/seed/clinic-fault-00930-b/600/400,4.2,287,,2021,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00931,Aurora Skin Studio Studio,Beverly Grove injectable specialists.,"A Beverly Grove practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",6497 Harbor Street,Suite 830,Los Angeles,CA,90036,Beverly Grove,Los Angeles County,US,34.056889,-118.220291,ChIJcaSIWeB9rnT4TQg9vM,https://maps.google.com/?cid=57715246,"https://www.google.com/maps/dir/?api=1&destination=34.056889,-118.220291","https://maps.apple.com/?ll=34.056889,-118.220291",,hello@auroraskinstudiostudio.example,https://auroraskinstudiostudio.example,https://auroraskinstudiostudio.example/book,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",In-Person,true,Cherry; Care Credit; Visa; Amex,Parking; Wheelchair accessible; Virtual consults; Private suites,https://picsum.photos/seed/clinic-fault-00931-logo/200/200,https://picsum.photos/seed/clinic-fault-00931-a/600/400; https://picsum.photos/seed/clinic-fault-00931-b/600/400,4.7,435,,2020,https://injector.world/fake-dataset,2026-06-08
clinic-fault-00932,Bayou Cosmetic Clinic West,Silver Lake injectable specialists.,"A Silver Lake practice focused on natural, conservative injectable results, with an emphasis on patient education before treatment.",1384 Cedar Drive,,Los Angeles,CA,ABCDE,Silver Lake,Los Angeles County,US,34.074675,-118.2398,ChIJcacHMxKdHF1wJJ15Ri,https://maps.google.com/?cid=28891663,"https://www.google.com/maps/dir/?api=1&destination=34.074675,-118.2398","https://maps.apple.com/?ll=34.074675,-118.2398",+12135550127,hello@bayoucosmeticclinicwest.example,https://bayoucosmeticclinicwest.example,,"{""mon"":""9-18"",""tue"":""9-18"",""wed"":""9-18"",""thu"":""9-19"",""fri"":""9-17"",""sat"":""closed"",""sun"":""closed""}",Both,false,Care Credit; Cherry; Mastercard,Virtual consults; Private suites; Parking,https://picsum.photos/seed/clinic-fault-00932-logo/200/200,https://picsum.photos/seed/clinic-fault-00932-a/600/400; https://picsum.photos/seed/clinic-fault-00932-b/600/400,4.5,391,,2005,https://injector.world/fake-dataset,2026-06-08
